OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status
500105,104487,2026-02-10,2015,1.0,0.15,Gateway,Completed
500106,109797,2026-02-03,2007,3.0,0.0,Gateway,Completed
500107,103568,2025-06-04,2007,3.0,0.1,Wallet,Completed
500108,109290,2025-07-22,2018,4.0,0.0,Wallet,Completed
500109,104967,2025-11-19,2017,2.0,0.05,Gateway,Completed
500110,103549,2025-09-16,2003,1.0,0.15,Gateway,Cancelled
500111,108820,2024-07-13,2003,3.0,0.0,Gateway,Completed
500112,100737,2025-03-10,2005,2.0,0.1,Gateway,Completed
500113,101140,2024-05-11,2013,1.0,0.15,Gateway,Cancelled
500114,107642,2025-11-30,2007,3.0,0.0,,Completed
500115,109188,2025-07-18,2008,2.0,0.0,Gateway,Completed
500116,102851,2026-06-04,2001,1.0,0.05,,Completed
500117,106117,2024-04-28,2008,2.0,0.15,Wallet,Returned
500118,101946,2025-03-16,2005,1.0,0.05,Gateway,Completed
500119,101651,2025-09-17,2007,3.0,0.0,Gateway,Completed
500120,104593,2026-01-19,2001,5.0,0.0,,Completed
500121,109488,2026-01-07,2008,3.0,0.0,CardToCard,Completed
500122,100808,2024-06-23,2012,2.0,0.15,Gateway,Completed
500123,108989,2026-06-08,2008,1.0,0.15,Gateway,Completed
500124,100247,2026-06-07,2002,1.0,0.3,CardToCard,Completed
500125,109971,2026-05-22,2007,4.0,0.3,Gateway,Completed
500126,105041,2025-06-14,2005,4.0,0.05,Cash,Completed
500127,108080,2025-12-19,2007,2.0,0.0,CardToCard,Completed
500128,106290,2024-03-06,2014,1.0,0.05,CardToCard,Completed
500129,108436,2024-08-08,2019,1.0,0.0,Gateway,Completed
500130,106102,2024-03-20,2012,1.0,0.3,Gateway,Completed
500131,101553,2025-03-12,2007,1.0,0.05,Wallet,Completed
500132,100253,2026-05-17,2008,1.0,0.05,Gateway,Completed
500133,108318,2025-07-14,2017,2.0,0.1,Gateway,Completed
500134,100871,2025-02-02,2017,1.0,,CardToCard,Completed
500135,107244,2025-11-16,2017,2.0,0.3,CardToCard,Completed
500136,101858,2025-04-20,2018,2.0,0.0,Gateway,Completed
500137,106607,2025-01-30,2017,3.0,0.05,CardToCard,Completed
500138,103340,2025-06-27,2007,1.0,0.0,Gateway,Completed
500139,108835,2025-03-18,2011,4.0,0.05,CardToCard,Completed
500140,107286,2025-07-08,2008,1.0,0.2,Wallet,Completed
500141,104773,2025-11-24,2010,2.0,0.05,Gateway,Completed
500142,100252,2025-02-03,2010,1.0,0.1,CardToCard,Completed
500143,103103,2024-12-24,2016,2.0,0.1,Gateway,Completed
500144,101874,2025-04-27,2016,1.0,0.0,CardToCard,Completed
500145,107442,2026-03-01,2008,2.0,0.15,CardToCard,Completed
500146,107442,2024-12-31,2009,4.0,0.0,Cash,Completed
500147,104242,2026-01-02,2010,4.0,0.0,Wallet,Completed
500148,103890,2025-06-17,2013,3.0,0.1,Wallet,Completed
500149,105747,2024-01-11,2009,2.0,0.3,CardToCard,Completed
500150,104546,2025-02-15,2014,1.0,0.05,CardToCard,Completed
500151,104785,2024-06-30,2006,4.0,0.05,Gateway,Completed
500152,101032,2024-05-10,2012,1.0,0.0,Wallet,Completed
500153,108727,2024-07-21,2018,1.0,0.0,CardToCard,Completed
500154,102971,2025-09-07,2007,1.0,0.15,Wallet,Completed
500155,103997,2025-06-26,2003,2.0,0.05,Wallet,Returned
500156,103396,2025-04-08,2014,1.0,0.1,Gateway,Completed
500157,109573,2025-03-03,2014,1.0,0.15,Gateway,Completed
500158,109579,2024-12-02,2009,2.0,0.3,CardToCard,Completed
500159,109132,2026-02-06,2003,2.0,0.05,Gateway,Completed
500160,105558,2026-04-06,2007,3.0,0.0,Cash,Completed
500161,103309,2025-10-22,2016,1.0,0.1,Cash,Completed
500162,101330,2024-09-06,2014,1.0,0.2,Gateway,Completed
500163,105525,2026-03-13,2006,1.0,0.0,CardToCard,Completed
500164,107488,2025-12-08,2004,2.0,0.05,Gateway,Completed
500165,106784,2024-04-17,2003,1.0,0.2,CardToCard,Completed
500166,109289,2024-10-22,2007,3.0,0.0,Gateway,Completed
500167,109697,2024-10-10,2004,2.0,0.0,Cash,Cancelled
500168,100360,2025-09-22,2008,5.0,0.0,Gateway,Completed
500169,104134,2025-03-28,2003,1.0,0.0,Wallet,Completed
500170,105228,2024-08-18,2008,1.0,0.1,Cash,Completed
500171,105936,2024-07-18,2011,2.0,0.0,CardToCard,Completed
500172,104045,2025-01-30,2001,1.0,0.05,Gateway,Completed
500173,106613,2025-07-29,2008,1.0,0.15,Gateway,Cancelled
500174,106216,2025-03-15,2016,1.0,0.1,,Completed
500175,105281,2024-08-13,2005,4.0,0.0,Gateway,Completed
500176,101073,2025-06-19,2017,1.0,0.05,Cash,Completed
500177,102785,2026-06-29,2002,2.0,0.1,CardToCard,Completed
500178,101517,2024-06-01,2013,1.0,0.15,Wallet,Completed
500179,103489,2025-04-01,2008,1.0,0.0,Gateway,Completed
500180,105531,2024-11-20,2014,1.0,0.05,CardToCard,Completed
500181,103745,2024-07-07,2010,2.0,0.0,Gateway,Completed
500182,104872,2026-01-26,2003,1.0,0.1,Cash,Completed
500183,102886,2026-05-08,2016,1.0,0.05,Gateway,Completed
500184,106987,2024-10-29,2017,3.0,0.05,Gateway,Completed
500185,105068,2024-10-27,2013,1.0,0.0,Gateway,Completed
500186,107190,2024-03-20,2007,1.0,0.0,Gateway,Completed
500187,100617,2025-06-17,2003,3.0,0.2,Gateway,Completed
500188,108226,2024-01-24,2002,1.0,0.05,Cash,Completed
500189,107802,2025-03-04,2014,2.0,0.15,Gateway,Completed
500190,107506,2024-05-12,2004,1.0,0.1,Wallet,Completed
500191,100026,2025-08-03,2012,2.0,0.0,Cash,Completed
500192,109461,2026-04-01,2015,1.0,0.1,Wallet,Completed
500193,106441,2024-03-17,2008,1.0,0.05,Gateway,Completed
500194,105983,2025-11-02,2013,2.0,0.05,CardToCard,Completed
500195,100659,2025-12-18,2005,1.0,0.05,CardToCard,Completed
500196,107716,2024-06-01,2008,1.0,0.05,Gateway,Completed
500197,109561,2026-03-24,2008,2.0,0.1,CardToCard,Returned
500198,109142,2025-06-20,2011,1.0,0.05,Gateway,Completed
500199,105852,2025-04-07,2011,2.0,0.0,,Completed
500200,104768,2025-08-03,2008,2.0,0.1,CardToCard,Completed
500201,104200,2024-09-06,2001,3.0,0.0,Gateway,Completed
500202,101186,2024-01-23,2009,2.0,0.0,Gateway,Cancelled
500203,103758,2025-01-17,2008,1.0,0.0,Cash,Completed
500204,108390,2025-10-04,2013,1.0,0.15,Gateway,Completed
500205,109364,2026-03-19,2003,1.0,0.0,CardToCard,Completed
500206,101183,2025-01-06,2020,2.0,0.0,CardToCard,Completed
500207,101856,2024-08-16,2018,1.0,0.05,Gateway,Completed
500208,103338,2024-04-23,2014,3.0,0.05,Wallet,Completed
500209,104657,2026-04-10,2006,1.0,0.15,Cash,Completed
500210,107838,2024-07-18,2011,1.0,0.0,Gateway,Completed
500211,105761,2026-03-09,2009,1.0,0.0,Wallet,Completed
500212,102102,2024-06-07,2014,2.0,0.0,Gateway,Completed
500213,101342,2024-01-16,2008,1.0,0.1,Gateway,Completed
500214,102133,2024-07-12,2008,1.0,0.1,Gateway,Completed
500215,101884,2025-03-01,2014,1.0,0.1,Gateway,Completed
500216,108279,2024-10-28,2008,1.0,0.1,Wallet,Completed
500217,101096,2026-03-05,2014,3.0,0.1,Gateway,Completed
500218,103404,2025-04-16,2013,1.0,0.05,Gateway,Completed
500219,108532,2024-04-11,2011,1.0,0.0,Wallet,Completed
500220,105098,2025-06-24,2007,1.0,0.15,Gateway,Completed
500221,100444,2024-12-02,2014,2.0,0.0,CardToCard,Completed
500222,102621,2025-08-09,2013,1.0,0.15,Wallet,Cancelled
500223,101921,2025-11-10,2015,2.0,0.15,CardToCard,Completed
500224,103652,2026-06-12,2007,4.0,0.15,Gateway,Completed
500225,105062,2025-05-13,2005,3.0,0.15,Gateway,Completed
500226,107826,2024-11-12,2001,1.0,0.0,CardToCard,Completed
500227,109447,2025-01-09,2010,1.0,0.1,Gateway,Completed
500228,108616,2024-12-13,2014,2.0,0.1,Cash,Cancelled
500229,105005,2025-01-24,2013,1.0,0.15,Gateway,Completed
500230,104694,2024-01-27,2013,1.0,0.0,Gateway,Completed
500231,103813,2024-08-01,2006,2.0,0.05,Wallet,Completed
500232,105008,2026-06-15,2020,2.0,0.0,Gateway,Completed
500233,101359,2026-03-31,2001,1.0,0.15,CardToCard,Completed
500234,106814,2024-02-11,2002,1.0,0.05,Wallet,Completed
500235,101208,2026-06-05,2014,3.0,0.0,CardToCard,Completed
500236,102833,2025-11-15,2005,2.0,0.1,CardToCard,Completed
500237,108171,2024-01-03,2003,2.0,0.0,Cash,Completed
500238,107568,2026-03-13,2007,1.0,0.1,Gateway,Completed
500239,103653,2026-05-11,2001,2.0,0.2,Gateway,Cancelled
500240,109458,2025-06-27,2011,2.0,0.1,Cash,Completed
500241,104794,2025-11-12,2008,1.0,0.0,Gateway,Completed
500242,101714,2024-10-14,2004,2.0,0.0,Wallet,Returned
500243,109391,2025-05-09,2015,1.0,0.0,Gateway,Completed
500244,103669,2025-09-24,2013,1.0,0.0,Cash,Completed
500245,103959,2025-04-29,2013,2.0,0.05,Cash,Completed
500246,101327,2024-09-20,2018,1.0,0.0,Gateway,Completed
500247,102218,2025-07-14,2005,3.0,,Cash,Completed
500248,101098,2025-12-25,2005,1.0,0.15,CardToCard,Completed
500249,104925,2025-12-23,2014,2.0,0.0,Gateway,Completed
500250,105894,2024-04-24,2004,1.0,0.05,Gateway,Completed
500251,105319,2025-01-19,2019,1.0,0.0,CardToCard,Cancelled
500252,102797,2024-02-03,2004,2.0,0.05,CardToCard,Completed
500253,100061,2025-06-30,2003,3.0,0.05,CardToCard,Completed
500254,102612,2024-07-28,2008,1.0,0.05,Cash,Completed
500255,109592,2026-04-03,2001,3.0,0.1,Gateway,Completed
500256,103944,2025-06-18,2013,4.0,0.0,Cash,Completed
500257,102347,2024-12-12,2014,1.0,0.0,Wallet,Completed
500258,106912,2025-09-24,2007,1.0,0.0,Gateway,Completed
500259,104801,2024-06-28,2006,2.0,0.1,Gateway,Cancelled
500260,102947,2024-03-20,2013,1.0,0.0,Gateway,Completed
500261,102880,2024-03-16,2009,3.0,0.0,CardToCard,Completed
500262,105309,2025-05-18,2008,1.0,0.1,CardToCard,Completed
500263,109946,2026-02-09,2008,3.0,0.0,Gateway,Completed
500264,108067,2024-07-11,2017,5.0,0.1,CardToCard,Completed
500265,105435,2025-10-18,2001,2.0,0.0,Gateway,Completed
500266,100715,2024-02-02,2010,1.0,0.3,Gateway,Completed
500267,106864,2024-11-01,2008,1.0,0.05,Gateway,Completed
500268,101823,2025-07-18,2005,1.0,0.1,Gateway,Completed
500269,108672,2025-12-14,2005,4.0,0.05,Gateway,Completed
500270,105282,2026-04-19,2008,2.0,0.05,Gateway,Returned
500271,101406,2025-06-30,2001,1.0,0.0,Gateway,Completed
500272,102743,2025-02-03,2008,1.0,0.05,Wallet,Completed
500273,104179,2024-02-22,2017,1.0,0.05,Gateway,Completed
500274,109408,2024-08-26,2014,1.0,0.05,CardToCard,Returned
500275,106341,2026-03-25,2005,1.0,0.1,Cash,Completed
500276,100708,2025-05-18,2001,1.0,0.0,Gateway,Completed
500277,105080,2024-10-23,2007,1.0,0.05,Cash,Completed
500278,103290,2024-08-03,2006,1.0,0.0,Cash,Completed
500279,107941,2024-04-08,2002,1.0,0.0,Cash,Completed
500280,100054,2025-10-11,2005,2.0,0.0,CardToCard,Completed
500281,108968,2024-12-22,2020,1.0,0.0,Gateway,Completed
500282,100055,2026-04-11,2020,1.0,0.1,Cash,Returned
500283,105484,2025-01-27,2004,2.0,0.1,,Completed
500284,100679,2025-12-07,2004,4.0,0.0,Gateway,Returned
500285,103840,2024-04-22,2017,2.0,0.15,Wallet,Completed
500286,104093,2024-05-10,2014,3.0,0.0,Gateway,Completed
500287,106045,2024-08-24,2014,2.0,0.0,Gateway,Completed
500288,103336,2024-06-14,2010,1.0,0.0,Gateway,Completed
500289,109103,2026-06-01,2008,2.0,0.1,Gateway,Completed
500290,104232,2025-11-29,2002,1.0,0.05,Gateway,Completed
500291,108916,2024-10-27,2017,2.0,0.0,CardToCard,Completed
500292,103658,2025-03-25,2017,1.0,0.1,CardToCard,Completed
500293,106736,2025-04-05,2007,1.0,0.05,Wallet,Completed
500294,100751,2025-06-08,2003,4.0,0.0,Wallet,Completed
500295,103423,2024-03-30,2008,2.0,0.0,Gateway,Completed
500296,106060,2024-10-28,2020,1.0,0.0,Wallet,Completed
500297,103443,2024-03-15,2008,3.0,0.0,CardToCard,Completed
500298,103283,2026-03-20,2017,4.0,0.2,Gateway,Cancelled
500299,104666,2024-12-14,2011,1.0,0.1,Gateway,Returned
500300,105361,2025-09-20,2009,1.0,0.0,Cash,Completed
500301,104588,2026-03-22,2013,1.0,0.2,Gateway,Completed
500302,108012,2024-09-24,2019,1.0,0.0,Gateway,Completed
500303,105715,2024-03-16,2014,1.0,0.0,Gateway,Completed
500304,109107,2024-10-17,2018,2.0,0.1,CardToCard,Completed
500305,102046,2025-08-02,2007,2.0,0.2,,Completed
500306,108731,2025-03-07,2002,1.0,0.05,CardToCard,Completed
500307,103309,2024-03-05,2003,1.0,0.3,Gateway,Completed
500308,103662,2024-03-01,2003,2.0,0.1,CardToCard,Completed
500309,108051,2025-08-27,2014,1.0,0.3,Cash,Returned
500310,101765,2025-09-28,2005,4.0,0.0,Wallet,Completed
500311,108993,2024-04-04,2004,2.0,0.15,Cash,Completed
500312,105595,2025-11-17,2017,1.0,0.0,Gateway,Completed
500313,105876,2024-10-25,2017,1.0,0.15,Cash,Completed
500314,108721,2024-02-29,2001,1.0,0.1,Wallet,Completed
500315,105592,2024-10-15,2013,1.0,0.0,Gateway,Completed
500316,108058,2025-09-23,2007,1.0,0.1,Gateway,Completed
500317,102656,2025-07-20,2005,2.0,0.3,Gateway,Completed
500318,104566,2025-02-20,2008,3.0,0.0,Wallet,Completed
500319,102235,2024-08-29,2011,3.0,0.0,CardToCard,Completed
500320,107750,2024-12-27,2017,1.0,0.05,Gateway,Cancelled
500321,109037,2024-11-25,2010,1.0,0.05,Gateway,Completed
500322,101855,2024-12-02,2016,2.0,0.1,Wallet,Completed
500323,109297,2025-02-27,2003,2.0,0.1,Gateway,Completed
500324,100255,2025-01-28,2005,5.0,0.0,CardToCard,Completed
500325,107926,2024-03-29,2016,2.0,0.0,Cash,Completed
500326,109135,2024-09-07,2007,4.0,0.2,Cash,Completed
500327,107966,2024-04-21,2003,3.0,0.0,Gateway,Completed
500328,109495,2025-06-04,2017,1.0,0.1,Wallet,Cancelled
500329,108817,2024-12-31,2001,2.0,0.0,Cash,Completed
500330,107264,2025-08-03,2013,2.0,0.0,CardToCard,Cancelled
500331,101849,2024-03-16,2007,5.0,0.05,Gateway,Completed
500332,103374,2024-10-25,2005,2.0,0.0,CardToCard,Completed
500333,101940,2024-06-04,2020,2.0,0.15,Gateway,Completed
500334,100839,2024-03-20,2011,3.0,0.0,Gateway,Completed
500335,104740,2025-10-30,2017,3.0,0.1,Wallet,Returned
500336,100349,2024-04-23,2008,4.0,0.0,CardToCard,Completed
500337,101761,2024-05-31,2015,1.0,0.0,Wallet,Completed
500338,100244,2024-11-12,2004,3.0,0.1,Wallet,Completed
500339,107739,2024-09-09,2007,5.0,0.05,Gateway,Completed
500340,102935,2026-03-21,2007,1.0,0.0,Gateway,Completed
500341,108337,2026-06-16,2007,1.0,0.0,Gateway,Completed
500342,102696,2024-12-30,2009,5.0,0.0,CardToCard,Completed
500343,105902,2024-06-22,2001,2.0,0.2,Gateway,Completed
500344,102582,2025-03-06,2012,1.0,0.0,Gateway,Completed
500345,105800,2025-03-04,2003,1.0,0.1,Wallet,Cancelled
500346,108857,2025-02-06,2004,1.0,0.2,Gateway,Completed
500347,103814,2024-01-18,2011,3.0,,CardToCard,Completed
500348,101735,2024-04-20,2018,1.0,0.15,Gateway,Completed
500349,102611,2024-05-01,2015,2.0,0.0,Gateway,Completed
500350,101181,2024-10-31,2005,1.0,0.0,Wallet,Completed
500351,107258,2025-05-16,2020,3.0,0.1,Gateway,Completed
500352,104047,2026-01-28,2001,1.0,0.05,CardToCard,Completed
500353,104799,2024-07-12,2001,1.0,0.2,Gateway,Completed
500354,107797,2025-10-28,2003,2.0,0.15,,Completed
500355,105650,2024-07-14,2007,1.0,0.0,Gateway,Completed
500356,104724,2024-01-29,2017,1.0,0.0,Gateway,Completed
500357,101331,2025-07-15,2017,3.0,0.2,Gateway,Completed
500358,106659,2024-07-04,2010,1.0,0.05,Gateway,Completed
500359,103902,2026-03-20,2008,1.0,0.0,Gateway,Completed
500360,106525,2026-04-07,2002,4.0,0.3,Gateway,Completed
500361,100344,2024-03-31,2004,1.0,0.1,CardToCard,Cancelled
500362,101528,2024-06-17,2009,1.0,0.15,Gateway,Completed
500363,109099,2024-06-30,2003,1.0,0.0,Cash,Completed
500364,107411,2026-03-10,2013,3.0,0.05,Gateway,Completed
500365,106065,2024-03-08,2015,1.0,0.0,Gateway,Completed
500366,101206,2025-10-11,2003,3.0,0.05,CardToCard,Completed
500367,105716,2024-09-05,2011,4.0,0.0,CardToCard,Returned
500368,107128,2025-05-18,2008,3.0,0.2,Gateway,Completed
500369,107852,2024-06-02,2008,2.0,0.1,Gateway,Completed
500370,109235,2025-11-27,2002,1.0,0.1,Cash,Completed
500371,108526,2025-08-02,2013,4.0,0.15,CardToCard,Completed
500372,101158,2024-01-19,2013,3.0,0.3,Wallet,Completed
500373,103438,2024-07-23,2006,1.0,0.05,Gateway,Completed
500374,101265,2025-02-07,2008,3.0,0.0,Gateway,Completed
500375,101541,2025-04-04,2017,3.0,0.05,CardToCard,Completed
500376,109882,2025-12-15,2008,2.0,0.1,Wallet,Completed
500377,104149,2024-11-30,2020,1.0,0.2,,Completed
500378,109715,2026-03-29,2018,4.0,0.3,Wallet,Completed
500379,109765,2024-06-16,2019,4.0,0.15,Wallet,Returned
500380,104869,2026-01-11,2001,1.0,0.0,CardToCard,Cancelled
500381,105814,2026-03-01,2017,1.0,0.05,Wallet,Cancelled
500382,101504,2025-06-25,2011,4.0,0.0,CardToCard,Completed
500383,102142,2026-05-20,2001,1.0,0.05,Cash,Completed
500384,106383,2024-12-20,2011,1.0,0.1,Gateway,Completed
500385,108676,2025-08-27,2014,1.0,0.15,Wallet,Completed
500386,105268,2024-01-09,2008,1.0,0.0,CardToCard,Completed
500387,102029,2024-08-25,2014,3.0,0.05,Wallet,Completed
500388,103889,2025-05-04,2017,1.0,0.0,Gateway,Completed
500389,105944,2026-01-26,2008,1.0,0.3,CardToCard,Completed
500390,107310,2026-05-02,2010,2.0,0.05,Gateway,Completed
500391,100983,2025-05-15,2014,3.0,0.0,Gateway,Completed
500392,102390,2026-01-09,2001,1.0,0.3,CardToCard,Completed
500393,101853,2025-11-21,2015,4.0,0.2,Wallet,Cancelled
500394,107782,2025-10-30,2002,1.0,0.3,CardToCard,Completed
500395,102773,2024-04-06,2013,3.0,0.0,Wallet,Completed
500396,106497,2025-02-17,2005,2.0,0.0,CardToCard,Completed
500397,101287,2025-02-24,2019,1.0,0.0,,Completed
500398,101164,2025-11-11,2020,2.0,0.0,Gateway,Completed
500399,101132,2025-05-21,2003,1.0,0.05,Gateway,Completed
500400,104273,2025-12-09,2011,1.0,0.0,Cash,Completed
500401,100203,2026-05-06,2001,2.0,0.05,Gateway,Completed
500402,105180,2025-04-24,2019,2.0,0.0,Gateway,Completed
500403,102696,2025-11-15,2020,1.0,0.2,Gateway,Completed
500404,104784,2025-04-29,2008,3.0,0.15,Gateway,Completed
500405,106155,2025-06-24,2006,4.0,0.0,Wallet,Completed
500406,104685,2025-02-15,2013,3.0,0.1,Gateway,Completed
500407,107934,2026-05-10,2014,4.0,0.05,CardToCard,Completed
500408,107909,2025-12-07,2018,2.0,0.1,Cash,Cancelled
500409,106115,2025-10-11,2008,1.0,0.15,CardToCard,Completed
500410,105410,2024-10-11,2008,1.0,0.0,Gateway,Completed
500411,105713,2025-02-23,2009,4.0,0.0,Wallet,Completed
500412,102244,2026-01-15,2004,2.0,0.0,Gateway,Completed
500413,104983,2026-04-11,2001,1.0,0.05,Gateway,Completed
500414,105862,2026-06-27,2017,-1.0,0.0,Gateway,Completed
500415,109326,2025-09-26,2008,1.0,0.0,Gateway,Completed
500416,102918,2025-09-23,2013,2.0,0.05,Gateway,Completed
500417,107013,2024-03-22,2014,1.0,0.0,CardToCard,Completed
500418,101954,2025-10-11,2007,1.0,0.0,CardToCard,Completed
500419,100941,2024-10-26,2007,2.0,0.15,CardToCard,Completed
500420,109947,2026-01-17,2020,4.0,0.1,Wallet,Cancelled
